# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	827254	827901	+	WP_009362735.1	WP_009362735.1		TetR/AcrR family transcriptional regulator			AFK25_RS04435	648	215	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	827914	830001	-							AFK25_RS04440	2088		old_locus_tag=AFK25_04460
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	827914	830001	-	WP_035064153.1	WP_035064153.1		ATP-dependent Clp protease ATP-binding subunit			AFK25_RS04440	2088	695	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	830145	830999	-							AFK25_RS04445	855		old_locus_tag=AFK25_04465
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	830145	830999	-	WP_035064150.1	WP_035064150.1		methyl-accepting chemotaxis protein			AFK25_RS04445	855	284	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	831034	832440	-							AFK25_RS04450	1407		old_locus_tag=AFK25_04470
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	831034	832440	-	WP_035064147.1	WP_035064147.1		ATP-binding protein			AFK25_RS04450	1407	468	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	832427	833062	-							AFK25_RS04455	636		old_locus_tag=AFK25_04475
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	832427	833062	-	WP_049720929.1	WP_049720929.1		response regulator transcription factor			AFK25_RS04455	636	211	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	833101	834075	-							AFK25_RS04460	975		old_locus_tag=AFK25_04480
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	833101	834075	-	WP_035064142.1	WP_035064142.1		hypothetical protein			AFK25_RS04460	975	324	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	834165	834539	+							AFK25_RS04465	375		old_locus_tag=AFK25_04485
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	834165	834539	+	WP_009362729.1	WP_009362729.1		FixH family protein			AFK25_RS04465	375	124	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	834605	835600	+							AFK25_RS04470	996		old_locus_tag=AFK25_04490
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	834605	835600	+	WP_035064139.1	WP_035064139.1		membrane protein			AFK25_RS04470	996	331	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	835646	836095	+							AFK25_RS04475	450		old_locus_tag=AFK25_04495
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	835646	836095	+	WP_035064136.1	WP_035064136.1		hypothetical protein			AFK25_RS04475	450	149	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	836106	837719	-							AFK25_RS04480	1614		old_locus_tag=AFK25_04500
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	836106	837719	-	WP_035064133.1	WP_035064133.1		methyl-accepting chemotaxis protein			AFK25_RS04480	1614	537	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	837826	837939	+							AFK25_RS15215	114		
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	837826	837939	+	WP_003396753.1	WP_003396753.1		DUF6254 family protein			AFK25_RS15215	114	37	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	837986	838819	-							AFK25_RS04485	834		old_locus_tag=AFK25_04505
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	837986	838819	-	WP_035064130.1	WP_035064130.1		hypothetical protein			AFK25_RS04485	834	277	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	838910	839569	-					phoU		AFK25_RS04490	660		old_locus_tag=AFK25_04510
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	838910	839569	-	WP_009362724.1	WP_009362724.1		phosphate signaling complex protein PhoU	phoU		AFK25_RS04490	660	219	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	839831	840496	+					queC		AFK25_RS04495	666		old_locus_tag=AFK25_04515
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	839831	840496	+	WP_009362723.1	WP_009362723.1		7-cyano-7-deazaguanine synthase QueC	queC		AFK25_RS04495	666	221	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	840493	840930	+					queD		AFK25_RS04500	438		old_locus_tag=AFK25_04520
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	840493	840930	+	WP_009362722.1	WP_009362722.1		6-carboxytetrahydropterin synthase QueD	queD		AFK25_RS04500	438	145	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	840930	841652	+					queE		AFK25_RS04505	723		old_locus_tag=AFK25_04525
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	840930	841652	+	WP_035064127.1	WP_035064127.1		7-carboxy-7-deazaguanine synthase QueE	queE		AFK25_RS04505	723	240	
gene	pseudogene	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	841671	841832	+							AFK25_RS14765	162		partial;pseudo
CDS	without_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	841671	841832	+				NADPH-dependent 7-cyano-7-deazaguanine reductase QueF			AFK25_RS14765	162		partial;pseudo
gene	pseudogene	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	842188	842517	+					queF		AFK25_RS04510	330		partial;pseudo;old_locus_tag=AFK25_04530
CDS	without_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	842188	842517	+				preQ(1) synthase	queF		AFK25_RS04510	330		partial;pseudo
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	842620	843324	+							AFK25_RS04515	705		old_locus_tag=AFK25_04535
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	842620	843324	+	WP_081957635.1	WP_081957635.1		oxidoreductase			AFK25_RS04515	705	234	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	843340	843516	-							AFK25_RS14770	177		
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	843340	843516	-	WP_009362719.1	WP_009362719.1		DUF2187 family protein			AFK25_RS14770	177	58	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	843605	843928	-							AFK25_RS04520	324		old_locus_tag=AFK25_04540
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	843605	843928	-	WP_035064124.1	WP_035064124.1		hypothetical protein			AFK25_RS04520	324	107	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	844070	844270	+							AFK25_RS04525	201		old_locus_tag=AFK25_04545
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	844070	844270	+	WP_009361123.1	WP_009361123.1		hypothetical protein			AFK25_RS04525	201	66	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	844197	844721	-							AFK25_RS04530	525		old_locus_tag=AFK25_04550
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	844197	844721	-	WP_035064121.1	WP_035064121.1		sigma-70 family RNA polymerase sigma factor			AFK25_RS04530	525	174	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	844978	845220	+							AFK25_RS04535	243		old_locus_tag=AFK25_04555
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	844978	845220	+	WP_009361121.1	WP_009361121.1		YueH family protein			AFK25_RS04535	243	80	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	845239	846495	+							AFK25_RS04540	1257		old_locus_tag=AFK25_04560
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	845239	846495	+	WP_035064118.1	WP_035064118.1		ATP-binding protein			AFK25_RS04540	1257	418	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	846511	847113	-							AFK25_RS04545	603		old_locus_tag=AFK25_04565
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	846511	847113	-	WP_009361119.1	WP_009361119.1		nitroreductase family protein			AFK25_RS04545	603	200	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	847228	847542	+							AFK25_RS04550	315		old_locus_tag=AFK25_04570
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	847228	847542	+	WP_009361118.1	WP_009361118.1		helix-turn-helix transcriptional regulator			AFK25_RS04550	315	104	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	847594	847797	+							AFK25_RS04555	204		old_locus_tag=AFK25_04575
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	847594	847797	+	WP_009361117.1	WP_009361117.1		DUF1659 domain-containing protein			AFK25_RS04555	204	67	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	847810	848025	+							AFK25_RS04560	216		old_locus_tag=AFK25_04580
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	847810	848025	+	WP_009361116.1	WP_009361116.1		DUF2922 domain-containing protein			AFK25_RS04560	216	71	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	848094	848237	+							AFK25_RS14775	144		
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	848094	848237	+	WP_009361115.1	WP_009361115.1		YvrJ family protein			AFK25_RS14775	144	47	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	848319	849611	+							AFK25_RS04565	1293		old_locus_tag=AFK25_04585
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	848319	849611	+	WP_035064116.1	WP_035064116.1		globin-coupled sensor protein			AFK25_RS04565	1293	430	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	849594	849767	-							AFK25_RS14985	174		
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	849594	849767	-	WP_009361113.1	WP_009361113.1		hypothetical protein			AFK25_RS14985	174	57	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	849880	852264	+							AFK25_RS04570	2385		old_locus_tag=AFK25_04590
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	849880	852264	+	WP_205626204.1	WP_205626204.1		Na+/H+ antiporter subunit A			AFK25_RS04570	2385	794	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	852261	852683	+							AFK25_RS04575	423		old_locus_tag=AFK25_04595
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	852261	852683	+	WP_009361111.1	WP_009361111.1		Na(+)/H(+) antiporter subunit B			AFK25_RS04575	423	140	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	852683	853015	+							AFK25_RS04580	333		old_locus_tag=AFK25_04600
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	852683	853015	+	WP_009361110.1	WP_009361110.1		Na(+)/H(+) antiporter subunit C			AFK25_RS04580	333	110	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	853008	854480	+							AFK25_RS04585	1473		old_locus_tag=AFK25_04605
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	853008	854480	+	WP_035064113.1	WP_035064113.1		Na+/H+ antiporter subunit D			AFK25_RS04585	1473	490	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	854487	854963	+							AFK25_RS04590	477		old_locus_tag=AFK25_04610
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	854487	854963	+	WP_009361108.1	WP_009361108.1		Na+/H+ antiporter subunit E			AFK25_RS04590	477	158	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	854960	855235	+							AFK25_RS04595	276		old_locus_tag=AFK25_04615
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	854960	855235	+	WP_009361107.1	WP_009361107.1		Na(+)/H(+) antiporter subunit F1			AFK25_RS04595	276	91	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	855225	855566	+					mnhG		AFK25_RS04600	342		old_locus_tag=AFK25_04620
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	855225	855566	+	WP_035064109.1	WP_035064109.1		monovalent cation/H(+) antiporter subunit G	mnhG		AFK25_RS04600	342	113	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	855579	856343	-							AFK25_RS04605	765		old_locus_tag=AFK25_04625
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	855579	856343	-	WP_035064097.1	WP_035064097.1		alpha/beta hydrolase			AFK25_RS04605	765	254	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	856519	857541	+							AFK25_RS04610	1023		old_locus_tag=AFK25_04630
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	856519	857541	+	WP_035064094.1	WP_035064094.1		C40 family peptidase			AFK25_RS04610	1023	340	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	857565	858368	-							AFK25_RS04615	804		old_locus_tag=AFK25_04635
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	857565	858368	-	WP_035064091.1	WP_035064091.1		Cof-type HAD-IIB family hydrolase			AFK25_RS04615	804	267	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	858562	859407	+							AFK25_RS04620	846		old_locus_tag=AFK25_04640
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	858562	859407	+	WP_019418011.1	WP_019418011.1		transcription antiterminator			AFK25_RS04620	846	281	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	859653	861665	+					ptsG		AFK25_RS04630	2013		old_locus_tag=AFK25_04650
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	859653	861665	+	WP_019418010.1	WP_019418010.1		glucose-specific PTS transporter subunit IIBC	ptsG		AFK25_RS04630	2013	670	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	861758	862021	+							AFK25_RS04635	264		old_locus_tag=AFK25_04655
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	861758	862021	+	WP_009361100.1	WP_009361100.1		phosphocarrier protein HPr			AFK25_RS04635	264	87	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	862022	863737	+					ptsP		AFK25_RS04640	1716		old_locus_tag=AFK25_04660
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	862022	863737	+	WP_019418008.1	WP_019418008.1		phosphoenolpyruvate--protein phosphotransferase	ptsP		AFK25_RS04640	1716	571	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	863876	865855	+							AFK25_RS04645	1980		old_locus_tag=AFK25_04665
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	863876	865855	+	WP_035064086.1	WP_035064086.1		methyl-accepting chemotaxis protein			AFK25_RS04645	1980	659	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	866049	866816	+							AFK25_RS04650	768		old_locus_tag=AFK25_04670
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	866049	866816	+	WP_026011745.1	WP_026011745.1		SDR family oxidoreductase			AFK25_RS04650	768	255	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	866832	867698	+							AFK25_RS04655	867		old_locus_tag=AFK25_04675
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	866832	867698	+	WP_035064083.1	WP_035064083.1		NAD(P)-dependent oxidoreductase			AFK25_RS04655	867	288	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	867709	868860	-							AFK25_RS04660	1152		old_locus_tag=AFK25_04680
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	867709	868860	-	WP_035064081.1	WP_035064081.1		aminotransferase A			AFK25_RS04660	1152	383	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	868975	869211	-							AFK25_RS04665	237		old_locus_tag=AFK25_04685
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	868975	869211	-	WP_009362569.1	WP_009362569.1		IDEAL domain-containing protein			AFK25_RS04665	237	78	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	869344	869532	-							AFK25_RS04670	189		old_locus_tag=AFK25_04690
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	869344	869532	-	WP_035064079.1	WP_035064079.1		hypothetical protein			AFK25_RS04670	189	62	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	869672	870928	+							AFK25_RS04675	1257		old_locus_tag=AFK25_04695
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	869672	870928	+	WP_035064076.1	WP_035064076.1		ATP-binding protein			AFK25_RS04675	1257	418	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	870925	871248	-							AFK25_RS15220	324		
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	870925	871248	-	WP_020424576.1	WP_020424576.1		hypothetical protein			AFK25_RS15220	324	107	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	871311	871505	-							AFK25_RS15225	195		
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	871311	871505	-	WP_019418001.1	WP_019418001.1		TetR family transcriptional regulator			AFK25_RS15225	195	64	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	871650	872288	+							AFK25_RS04685	639		old_locus_tag=AFK25_04705
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	871650	872288	+	WP_035064073.1	WP_035064073.1		DUF1906 domain-containing protein			AFK25_RS04685	639	212	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	872360	873265	+							AFK25_RS04690	906		old_locus_tag=AFK25_04710
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	872360	873265	+	WP_035064071.1	WP_035064071.1		chemotaxis protein			AFK25_RS04690	906	301	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	873278	874888	+							AFK25_RS04695	1611		old_locus_tag=AFK25_04715
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	873278	874888	+	WP_035064068.1	WP_035064068.1		diguanylate cyclase			AFK25_RS04695	1611	536	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	874891	875931	+							AFK25_RS04700	1041		old_locus_tag=AFK25_04720
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	874891	875931	+	WP_035064066.1	WP_035064066.1		HEAT repeat domain-containing protein			AFK25_RS04700	1041	346	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	875924	877309	+							AFK25_RS04705	1386		old_locus_tag=AFK25_04725
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	875924	877309	+	WP_035064064.1	WP_035064064.1		glycosyltransferase family 2 protein			AFK25_RS04705	1386	461	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	877306	880500	+							AFK25_RS04710	3195		old_locus_tag=AFK25_04730
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	877306	880500	+	WP_205626205.1	WP_205626205.1		hypothetical protein			AFK25_RS04710	3195	1064	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	880500	880874	+							AFK25_RS04715	375		old_locus_tag=AFK25_04735
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	880500	880874	+	WP_035064062.1	WP_035064062.1		response regulator			AFK25_RS04715	375	124	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	880858	883746	+							AFK25_RS04720	2889		old_locus_tag=AFK25_04740
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	880858	883746	+	WP_035064061.1	WP_035064061.1		ATP-binding protein			AFK25_RS04720	2889	962	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	883826	885292	+							AFK25_RS04725	1467		old_locus_tag=AFK25_04745
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	883826	885292	+	WP_035064059.1	WP_035064059.1		spore germination protein			AFK25_RS04725	1467	488	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	885289	886389	+							AFK25_RS04730	1101		old_locus_tag=AFK25_04750
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	885289	886389	+	WP_035064057.1	WP_035064057.1		GerAB/ArcD/ProY family transporter			AFK25_RS04730	1101	366	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	886386	887498	+							AFK25_RS04735	1113		old_locus_tag=AFK25_04755
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	886386	887498	+	WP_035064055.1	WP_035064055.1		Ger(x)C family spore germination protein			AFK25_RS04735	1113	370	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	887591	889168	+							AFK25_RS04740	1578		old_locus_tag=AFK25_04760
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	887591	889168	+	WP_035064053.1	WP_035064053.1		bifunctional diguanylate cyclase/phosphodiesterase			AFK25_RS04740	1578	525	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	889406	889846	-							AFK25_RS04745	441		old_locus_tag=AFK25_04765
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	889406	889846	-	WP_009362585.1	WP_009362585.1		hypothetical protein			AFK25_RS04745	441	146	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	889948	891459	+							AFK25_RS04750	1512		old_locus_tag=AFK25_04770
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	889948	891459	+	WP_035064052.1	WP_035064052.1		Ppx/GppA family phosphatase			AFK25_RS04750	1512	503	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	891435	893546	+							AFK25_RS04755	2112		old_locus_tag=AFK25_04775
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	891435	893546	+	WP_128713005.1	WP_128713005.1		RNA degradosome polyphosphate kinase			AFK25_RS04755	2112	703	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	893559	893945	+					crcB		AFK25_RS04760	387		old_locus_tag=AFK25_04780
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	893559	893945	+	WP_009362588.1	WP_009362588.1		fluoride efflux transporter CrcB	crcB		AFK25_RS04760	387	128	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	893942	894274	+					crcB		AFK25_RS04765	333		old_locus_tag=AFK25_04785
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	893942	894274	+	WP_035064047.1	WP_035064047.1		fluoride efflux transporter CrcB	crcB		AFK25_RS04765	333	110	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	894269	895117	-							AFK25_RS04770	849		old_locus_tag=AFK25_04790
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	894269	895117	-	WP_035064045.1	WP_035064045.1		metallophosphoesterase			AFK25_RS04770	849	282	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	895264	896019	+					fadH		AFK25_RS04775	756		old_locus_tag=AFK25_04795
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	895264	896019	+	WP_009362591.1	WP_009362591.1		2,4-dienoyl-CoA reductase	fadH		AFK25_RS04775	756	251	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	896119	897333	+							AFK25_RS04780	1215		old_locus_tag=AFK25_04800
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	896119	897333	+	WP_009362592.1	WP_009362592.1		EAL domain-containing protein			AFK25_RS04780	1215	404	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	897429	897662	+							AFK25_RS04785	234		old_locus_tag=AFK25_04805
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	897429	897662	+	WP_009362593.1	WP_009362593.1		hypothetical protein			AFK25_RS04785	234	77	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	897762	898001	+							AFK25_RS04790	240		old_locus_tag=AFK25_04810
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	897762	898001	+	WP_003396622.1	WP_003396622.1		YkuJ family protein			AFK25_RS04790	240	79	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	898070	898528	+							AFK25_RS04795	459		old_locus_tag=AFK25_04815
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	898070	898528	+	WP_019417983.1	WP_019417983.1		CBS domain-containing protein			AFK25_RS04795	459	152	
gene	protein_coding	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	898588	899298	+					dapD		AFK25_RS04800	711		old_locus_tag=AFK25_04820
CDS	with_protein	GCF_001187595.1	Primary Assembly	chromosome		NZ_CP012152.1	898588	899298	+	WP_035064041.1	WP_035064041.1		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	dapD		AFK25_RS04800	711	236	
