# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	150104	151306	-							IRT44_RS00855	1203		old_locus_tag=IRT44_00830
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	150104	151306	-	WP_171567343.1	WP_171567343.1		PLP-dependent aminotransferase family protein			IRT44_RS00855	1203	400	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	151507	151977	-							IRT44_RS00860	471		old_locus_tag=IRT44_00835
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	151507	151977	-	WP_171567344.1	WP_171567344.1		hypothetical protein			IRT44_RS00860	471	156	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	152313	153494	-							IRT44_RS00865	1182		old_locus_tag=IRT44_00840
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	152313	153494	-	WP_230077273.1	WP_230077273.1		pyridoxal phosphate-dependent aminotransferase			IRT44_RS00865	1182	393	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	153870	155102	-							IRT44_RS00870	1233		old_locus_tag=IRT44_00845
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	153870	155102	-	WP_171567346.1	WP_171567346.1		efflux RND transporter periplasmic adaptor subunit			IRT44_RS00870	1233	410	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	155116	158256	-							IRT44_RS00875	3141		old_locus_tag=IRT44_00850
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	155116	158256	-	WP_230077274.1	WP_230077274.1		efflux RND transporter permease subunit			IRT44_RS00875	3141	1046	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	158253	158696	-							IRT44_RS00880	444		old_locus_tag=IRT44_00855
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	158253	158696	-	WP_230077275.1	WP_230077275.1		MarR family winged helix-turn-helix transcriptional regulator			IRT44_RS00880	444	147	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	159026	160273	-							IRT44_RS00885	1248		old_locus_tag=IRT44_00860
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	159026	160273	-	WP_171567349.1	WP_171567349.1		MFS transporter			IRT44_RS00885	1248	415	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	160280	160762	-					moaC		IRT44_RS00890	483		old_locus_tag=IRT44_00865
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	160280	160762	-	WP_230077276.1	WP_230077276.1		cyclic pyranopterin monophosphate synthase MoaC	moaC		IRT44_RS00890	483	160	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	161070	161777	+							IRT44_RS00895	708		old_locus_tag=IRT44_00870
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	161070	161777	+	WP_230077277.1	WP_230077277.1		molybdenum cofactor biosynthesis protein MoaE			IRT44_RS00895	708	235	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	161782	162807	+							IRT44_RS00900	1026		old_locus_tag=IRT44_00875
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	161782	162807	+	WP_230077278.1	WP_230077278.1		ThiF family adenylyltransferase			IRT44_RS00900	1026	341	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	163247	165976	+					acnA		IRT44_RS00905	2730		old_locus_tag=IRT44_00880
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	163247	165976	+	WP_230077279.1	WP_230077279.1		aconitate hydratase AcnA	acnA		IRT44_RS00905	2730	909	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	166547	166876	+							IRT44_RS00910	330		old_locus_tag=IRT44_00885
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	166547	166876	+	WP_230077280.1	WP_230077280.1		hypothetical protein			IRT44_RS00910	330	109	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	166866	167633	-					istB		IRT44_RS00915	768		old_locus_tag=IRT44_00890
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	166866	167633	-	WP_230077281.1	WP_230077281.1		IS21-like element helper ATPase IstB	istB		IRT44_RS00915	768	255	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	167630	168853	-					istA		IRT44_RS00920	1224		old_locus_tag=IRT44_00895
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	167630	168853	-	WP_230076769.1	WP_230076769.1		IS21 family transposase	istA		IRT44_RS00920	1224	407	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	168876	169298	+							IRT44_RS00925	423		old_locus_tag=IRT44_00900
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	168876	169298	+	WP_230077282.1	WP_230077282.1		hypothetical protein			IRT44_RS00925	423	140	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	169328	169915	+							IRT44_RS00930	588		old_locus_tag=IRT44_00905
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	169328	169915	+	WP_230077835.1	WP_230077835.1		hypothetical protein			IRT44_RS00930	588	195	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	170423	171166	-							IRT44_RS00935	744		old_locus_tag=IRT44_00910
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	170423	171166	-	WP_212133561.1	WP_212133561.1		IclR family transcriptional regulator			IRT44_RS00935	744	247	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	171772	172599	-							IRT44_RS00940	828		old_locus_tag=IRT44_00915
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	171772	172599	-	WP_171567513.1	WP_171567513.1		aldo/keto reductase			IRT44_RS00940	828	275	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	172737	173384	-							IRT44_RS00945	648		old_locus_tag=IRT44_00920
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	172737	173384	-	WP_212133563.1	WP_212133563.1		pyridoxamine 5'-phosphate oxidase family protein			IRT44_RS00945	648	215	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	173557	174537	-							IRT44_RS00950	981		old_locus_tag=IRT44_00925
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	173557	174537	-	WP_212133565.1	WP_212133565.1		NADPH:quinone oxidoreductase family protein			IRT44_RS00950	981	326	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	174606	175511	-							IRT44_RS00955	906		old_locus_tag=IRT44_00930
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	174606	175511	-	WP_171567511.1	WP_171567511.1		LysR family transcriptional regulator			IRT44_RS00955	906	301	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	175624	176616	+							IRT44_RS00960	993		old_locus_tag=IRT44_00935
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	175624	176616	+	WP_230077283.1	WP_230077283.1		DMT family transporter			IRT44_RS00960	993	330	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	176701	177645	-							IRT44_RS00965	945		old_locus_tag=IRT44_00940
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	176701	177645	-	WP_230077284.1	WP_230077284.1		hypothetical protein			IRT44_RS00965	945	314	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	177745	178308	-					lepB		IRT44_RS00970	564		old_locus_tag=IRT44_00945
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	177745	178308	-	WP_171567517.1	WP_171567517.1		signal peptidase I	lepB		IRT44_RS00970	564	187	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	178441	178836	-							IRT44_RS00975	396		old_locus_tag=IRT44_00950
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	178441	178836	-	WP_171567509.1	WP_171567509.1		hypothetical protein			IRT44_RS00975	396	131	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	179355	182180	-							IRT44_RS00980	2826		old_locus_tag=IRT44_00955
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	179355	182180	-	WP_212133569.1	WP_212133569.1		DNA translocase FtsK			IRT44_RS00980	2826	941	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	182364	183617	+							IRT44_RS00985	1254		old_locus_tag=IRT44_00960
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	182364	183617	+	WP_171567507.1	WP_171567507.1		hypothetical protein			IRT44_RS00985	1254	417	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	183688	184302	-					cysC		IRT44_RS00990	615		old_locus_tag=IRT44_00965
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	183688	184302	-	WP_230077285.1	WP_230077285.1		adenylyl-sulfate kinase	cysC		IRT44_RS00990	615	204	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	184321	185463	-					sat		IRT44_RS00995	1143		old_locus_tag=IRT44_00970
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	184321	185463	-	WP_171567505.1	WP_171567505.1		sulfate adenylyltransferase	sat		IRT44_RS00995	1143	380	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	185470	186213	-							IRT44_RS01000	744		old_locus_tag=IRT44_00975
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	185470	186213	-	WP_230077286.1	WP_230077286.1		phosphoadenylyl-sulfate reductase			IRT44_RS01000	744	247	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	186197	187696	-					cobA		IRT44_RS01005	1500		old_locus_tag=IRT44_00980
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	186197	187696	-	WP_230077287.1	WP_230077287.1		uroporphyrinogen-III C-methyltransferase	cobA		IRT44_RS01005	1500	499	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	187804	188037	-							IRT44_RS01010	234		old_locus_tag=IRT44_00985
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	187804	188037	-	WP_171567502.1	WP_171567502.1		DUF3906 family protein			IRT44_RS01010	234	77	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	188060	189676	-							IRT44_RS01015	1617		old_locus_tag=IRT44_00990
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	188060	189676	-	WP_171567501.1	WP_171567501.1		nitrite/sulfite reductase			IRT44_RS01015	1617	538	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	189660	190451	-							IRT44_RS01020	792		old_locus_tag=IRT44_00995
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	189660	190451	-	WP_230077288.1	WP_230077288.1		hypothetical protein			IRT44_RS01020	792	263	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	190725	191501	-							IRT44_RS01025	777		old_locus_tag=IRT44_01000
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	190725	191501	-	WP_171567499.1	WP_171567499.1		inositol monophosphatase			IRT44_RS01025	777	258	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	191706	192083	+							IRT44_RS01030	378		old_locus_tag=IRT44_01005
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	191706	192083	+	WP_171567498.1	WP_171567498.1		hypothetical protein			IRT44_RS01030	378	125	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	192160	192630	-							IRT44_RS01035	471		old_locus_tag=IRT44_01010
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	192160	192630	-	WP_212133579.1	WP_212133579.1		PaaI family thioesterase			IRT44_RS01035	471	156	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	192856	194511	+					ilvD		IRT44_RS01040	1656		old_locus_tag=IRT44_01015
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	192856	194511	+	WP_230077836.1	WP_230077836.1		dihydroxy-acid dehydratase	ilvD		IRT44_RS01040	1656	551	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	194564	195679	-					menC		IRT44_RS01045	1116		old_locus_tag=IRT44_01020
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	194564	195679	-	WP_171567496.1	WP_171567496.1		o-succinylbenzoate synthase	menC		IRT44_RS01045	1116	371	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	195840	196343	-							IRT44_RS01050	504		old_locus_tag=IRT44_01025
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	195840	196343	-	WP_171567495.1	WP_171567495.1		C40 family peptidase			IRT44_RS01050	504	167	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	196807	197451	+					trmB		IRT44_RS01055	645		old_locus_tag=IRT44_01030
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	196807	197451	+	WP_230077289.1	WP_230077289.1		tRNA (guanosine(46)-N7)-methyltransferase TrmB	trmB		IRT44_RS01055	645	214	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	197553	198812	-					ltrA		IRT44_RS01060	1260		old_locus_tag=IRT44_01035
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	197553	198812	-	WP_230077222.1	WP_230077222.1		group II intron reverse transcriptase/maturase	ltrA		IRT44_RS01060	1260	419	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	199428	201002	-							IRT44_RS01065	1575		old_locus_tag=IRT44_01040
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	199428	201002	-	WP_230077290.1	WP_230077290.1		FAD-dependent oxidoreductase			IRT44_RS01065	1575	524	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	201274	201510	+							IRT44_RS01070	237		old_locus_tag=IRT44_01045
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	201274	201510	+	WP_230077837.1	WP_230077837.1		hypothetical protein			IRT44_RS01070	237	78	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	201507	202382	+							IRT44_RS01075	876		old_locus_tag=IRT44_01050
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	201507	202382	+	WP_230077291.1	WP_230077291.1		DUF1963 domain-containing protein			IRT44_RS01075	876	291	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	202470	203183	-							IRT44_RS01080	714		old_locus_tag=IRT44_01055
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	202470	203183	-	WP_212133537.1	WP_212133537.1		AAA family ATPase			IRT44_RS01080	714	237	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	203250	204677	+							IRT44_RS01085	1428		old_locus_tag=IRT44_01060
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	203250	204677	+	WP_171567614.1	WP_171567614.1		L,D-transpeptidase family protein			IRT44_RS01085	1428	475	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	204804	205151	-							IRT44_RS01090	348		old_locus_tag=IRT44_01065
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	204804	205151	-	WP_171567613.1	WP_171567613.1		hypothetical protein			IRT44_RS01090	348	115	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	205252	207759	-							IRT44_RS01095	2508		old_locus_tag=IRT44_01070
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	205252	207759	-	WP_230077292.1	WP_230077292.1		PBP1A family penicillin-binding protein			IRT44_RS01095	2508	835	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	207939	209945	-					tkt		IRT44_RS01100	2007		old_locus_tag=IRT44_01075
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	207939	209945	-	WP_171567611.1	WP_171567611.1		transketolase	tkt		IRT44_RS01100	2007	668	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	210052	210216	+							IRT44_RS01105	165		old_locus_tag=IRT44_01080
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	210052	210216	+	WP_212133543.1	WP_212133543.1		hypothetical protein			IRT44_RS01105	165	54	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	210360	210806	+							IRT44_RS01110	447		old_locus_tag=IRT44_01085
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	210360	210806	+	WP_230077293.1	WP_230077293.1		NUDIX domain-containing protein			IRT44_RS01110	447	148	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	210834	212333	-							IRT44_RS01115	1500		old_locus_tag=IRT44_01090
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	210834	212333	-	WP_230077294.1	WP_230077294.1		HAMP domain-containing histidine kinase			IRT44_RS01115	1500	499	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	212317	213018	-							IRT44_RS01120	702		old_locus_tag=IRT44_01095
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	212317	213018	-	WP_171566038.1	WP_171566038.1		response regulator transcription factor			IRT44_RS01120	702	233	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	212987	213646	-							IRT44_RS01125	660		old_locus_tag=IRT44_01100
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	212987	213646	-	WP_230077295.1	WP_230077295.1		DedA family protein			IRT44_RS01125	660	219	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	213636	214256	-							IRT44_RS01130	621		old_locus_tag=IRT44_01105
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	213636	214256	-	WP_171566049.1	WP_171566049.1		phospholipid methyltransferase			IRT44_RS01130	621	206	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	214412	214606	-							IRT44_RS01135	195		old_locus_tag=IRT44_01110
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	214412	214606	-	WP_171566035.1	WP_171566035.1		DUF910 family protein			IRT44_RS01135	195	64	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	214603	215004	-							IRT44_RS01140	402		old_locus_tag=IRT44_01115
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	214603	215004	-	WP_230077296.1	WP_230077296.1		hypothetical protein			IRT44_RS01140	402	133	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	215176	216345	+							IRT44_RS01145	1170		old_locus_tag=IRT44_01120
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	215176	216345	+	WP_171566033.1	WP_171566033.1		MFS transporter			IRT44_RS01145	1170	389	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	216472	218424	-					abc-f		IRT44_RS01150	1953		old_locus_tag=IRT44_01125
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	216472	218424	-	WP_230077297.1	WP_230077297.1		ABC-F type ribosomal protection protein	abc-f		IRT44_RS01150	1953	650	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	218855	219640	-							IRT44_RS01155	786		old_locus_tag=IRT44_01130
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	218855	219640	-	WP_171566030.1	WP_171566030.1		stalk domain-containing protein			IRT44_RS01155	786	261	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	219745	220683	-							IRT44_RS01160	939		old_locus_tag=IRT44_01135
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	219745	220683	-	WP_230077298.1	WP_230077298.1		AEC family transporter			IRT44_RS01160	939	312	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	220715	221116	-							IRT44_RS01165	402		old_locus_tag=IRT44_01140
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	220715	221116	-	WP_171566028.1	WP_171566028.1		Imm1 family immunity protein			IRT44_RS01165	402	133	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	221467	222294	+							IRT44_RS01170	828		old_locus_tag=IRT44_01145
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	221467	222294	+	WP_171566027.1	WP_171566027.1		amino acid ABC transporter substrate-binding protein			IRT44_RS01170	828	275	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	222518	223345	+							IRT44_RS01175	828		old_locus_tag=IRT44_01150
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	222518	223345	+	WP_171566026.1	WP_171566026.1		amino acid ABC transporter substrate-binding protein			IRT44_RS01175	828	275	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	223332	224030	+							IRT44_RS01180	699		old_locus_tag=IRT44_01155
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	223332	224030	+	WP_171566025.1	WP_171566025.1		amino acid ABC transporter permease			IRT44_RS01180	699	232	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	224047	224787	+							IRT44_RS01185	741		old_locus_tag=IRT44_01160
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	224047	224787	+	WP_171566024.1	WP_171566024.1		amino acid ABC transporter ATP-binding protein			IRT44_RS01185	741	246	
gene	pseudogene	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	225085	226457	-							IRT44_RS01190	1373		pseudo;old_locus_tag=IRT44_01165
CDS	without_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	225085	226457	-				peptide MFS transporter			IRT44_RS01190	1373		pseudo
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	226791	227885	-							IRT44_RS01195	1095		old_locus_tag=IRT44_01170
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	226791	227885	-	WP_230077299.1	WP_230077299.1		glycoside hydrolase family 15 protein			IRT44_RS01195	1095	364	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	227905	228732	-							IRT44_RS01200	828		old_locus_tag=IRT44_01175
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	227905	228732	-	WP_171566018.1	WP_171566018.1		carbohydrate ABC transporter permease			IRT44_RS01200	828	275	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	228734	229654	-							IRT44_RS01205	921		old_locus_tag=IRT44_01180
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	228734	229654	-	WP_230077300.1	WP_230077300.1		sugar ABC transporter permease			IRT44_RS01205	921	306	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	229759	231036	-							IRT44_RS01210	1278		old_locus_tag=IRT44_01185
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	229759	231036	-	WP_230077301.1	WP_230077301.1		extracellular solute-binding protein			IRT44_RS01210	1278	425	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	231492	232511	+							IRT44_RS01215	1020		old_locus_tag=IRT44_01190
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	231492	232511	+	WP_171566015.1	WP_171566015.1		LacI family transcriptional regulator			IRT44_RS01215	1020	339	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	232546	234501	+							IRT44_RS01220	1956		old_locus_tag=IRT44_01195
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	232546	234501	+	WP_230077302.1	WP_230077302.1		glycoside hydrolase family 15 protein			IRT44_RS01220	1956	651	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	234548	235378	-							IRT44_RS01225	831		old_locus_tag=IRT44_01200
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	234548	235378	-	WP_171566014.1	WP_171566014.1		inositol monophosphatase			IRT44_RS01225	831	276	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	235557	235769	-							IRT44_RS01230	213		old_locus_tag=IRT44_01205
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	235557	235769	-	WP_171566012.1	WP_171566012.1		YbdD/YjiX family protein			IRT44_RS01230	213	70	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	235766	237859	-							IRT44_RS01235	2094		old_locus_tag=IRT44_01210
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	235766	237859	-	WP_171566011.1	WP_171566011.1		carbon starvation protein A			IRT44_RS01235	2094	697	
gene	protein_coding	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	238008	238790	-							IRT44_RS01240	783		old_locus_tag=IRT44_01215
CDS	with_protein	GCF_020923495.1	Primary Assembly	chromosome		NZ_CP064048.1	238008	238790	-	WP_171566010.1	WP_171566010.1		LytTR family DNA-binding domain-containing protein			IRT44_RS01240	783	260	
