# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	708055	708600	-							GFC30_RS03585	546		old_locus_tag=GFC30_730
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	708055	708600	-	WP_066322945.1	WP_066322945.1		DUF2730 family protein			GFC30_RS03585	546	181	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	708778	709440	+							GFC30_RS03590	663		partial;pseudo;old_locus_tag=GFC30_731
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	708778	709440	+				TIGR02677 family protein			GFC30_RS03590	663		partial;pseudo
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	709437	709925	+							GFC30_RS03595	489		partial;pseudo;old_locus_tag=GFC30_732
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	709437	709925	+				TIGR02680 family protein			GFC30_RS03595	489		partial;pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	709909	711141	+							GFC30_RS03600	1233		old_locus_tag=GFC30_733
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	709909	711141	+	WP_066322947.1	WP_066322947.1		TIGR02679 family protein			GFC30_RS03600	1233	410	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	711243	711545	+							GFC30_RS03605	303		old_locus_tag=GFC30_734
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	711243	711545	+	WP_066322948.1	WP_066322948.1		metalloregulator ArsR/SmtB family transcription factor			GFC30_RS03605	303	100	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	711618	712397	+							GFC30_RS03610	780		old_locus_tag=GFC30_735
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	711618	712397	+	WP_066322949.1	WP_066322949.1		SDR family oxidoreductase			GFC30_RS03610	780	259	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	712410	713759	+							GFC30_RS03615	1350		old_locus_tag=GFC30_736
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	712410	713759	+	WP_066322950.1	WP_066322950.1		aldehyde dehydrogenase			GFC30_RS03615	1350	449	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	715761	716822	+							GFC30_RS03620	1062		old_locus_tag=GFC30_737
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	715761	716822	+	WP_066322951.1	WP_066322951.1		ABC transporter ATP-binding protein			GFC30_RS03620	1062	353	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	716812	717603	+							GFC30_RS03625	792		old_locus_tag=GFC30_738
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	716812	717603	+	WP_066322952.1	WP_066322952.1		ABC transporter permease			GFC30_RS03625	792	263	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	717609	718406	+							GFC30_RS03630	798		old_locus_tag=GFC30_739
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	717609	718406	+	WP_066322953.1	WP_066322953.1		ABC transporter permease			GFC30_RS03630	798	265	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	718403	719476	+							GFC30_RS03635	1074		old_locus_tag=GFC30_740
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	718403	719476	+	WP_066322954.1	WP_066322954.1		ABC transporter substrate-binding protein			GFC30_RS03635	1074	357	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	719529	720173	-							GFC30_RS03640	645		old_locus_tag=GFC30_741
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	719529	720173	-	WP_066322955.1	WP_066322955.1		PspA/IM30 family protein			GFC30_RS03640	645	214	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	720174	720713	-							GFC30_RS03645	540		old_locus_tag=GFC30_742
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	720174	720713	-	WP_066322956.1	WP_066322956.1		hypothetical protein			GFC30_RS03645	540	179	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	720844	722172	-							GFC30_RS03650	1329		old_locus_tag=GFC30_743
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	720844	722172	-	WP_066327094.1	WP_066327094.1		ATP-binding protein			GFC30_RS03650	1329	442	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	722207	722869	-							GFC30_RS03655	663		old_locus_tag=GFC30_744
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	722207	722869	-	WP_066322957.1	WP_066322957.1		response regulator transcription factor			GFC30_RS03655	663	220	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	723057	723587	+							GFC30_RS03660	531		old_locus_tag=GFC30_745
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	723057	723587	+	WP_066327097.1	WP_066327097.1		NfeD family protein			GFC30_RS03660	531	176	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	723606	725102	+							GFC30_RS03665	1497		old_locus_tag=GFC30_746
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	723606	725102	+	WP_066322958.1	WP_066322958.1		flotillin family protein			GFC30_RS03665	1497	498	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	725426	725614	+							GFC30_RS17315	189		old_locus_tag=GFC30_747
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	725426	725614	+	WP_066322959.1	WP_066322959.1		hypothetical protein			GFC30_RS17315	189	62	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	725660	726841	+							GFC30_RS17360	1182		old_locus_tag=GFC30_748
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	725660	726841	+	WP_202967981.1	WP_202967981.1		hypothetical protein			GFC30_RS17360	1182	393	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	726850	727050	+							GFC30_RS03680	201		old_locus_tag=GFC30_749
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	726850	727050	+	WP_066322960.1	WP_066322960.1		DUF4926 domain-containing protein			GFC30_RS03680	201	66	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	727461	727973	-							GFC30_RS03685	513		partial;pseudo;old_locus_tag=GFC30_750
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	727461	727973	-				transposase			GFC30_RS03685	513		partial;pseudo
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	727973	728293	+							GFC30_RS03690	321		partial;pseudo;old_locus_tag=GFC30_751
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	727973	728293	+				AAA family ATPase			GFC30_RS03690	321		partial;pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	728573	728722	-							GFC30_RS17045	150		
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	728573	728722	-	WP_158512128.1	WP_158512128.1		hypothetical protein			GFC30_RS17045	150	49	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	728921	729213	-							GFC30_RS03695	293		partial;pseudo
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	728921	729213	-				sigma-70 family RNA polymerase sigma factor			GFC30_RS03695	293		partial;pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	729329	730489	-							GFC30_RS03700	1161		old_locus_tag=GFC30_752
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	729329	730489	-	WP_066322961.1	WP_066322961.1		3-phenylpropionate MFS transporter			GFC30_RS03700	1161	386	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	730501	731124	-							GFC30_RS03705	624		old_locus_tag=GFC30_753
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	730501	731124	-	WP_066322962.1	WP_066322962.1		dienelactone hydrolase family protein			GFC30_RS03705	624	207	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	731195	732454	-							GFC30_RS03710	1260		old_locus_tag=GFC30_754
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	731195	732454	-	WP_238583539.1	WP_238583539.1		cytochrome P450			GFC30_RS03710	1260	419	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	732484	733707	-					dgt		GFC30_RS03715	1224		old_locus_tag=GFC30_755
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	732484	733707	-	WP_066322963.1	WP_066322963.1		dNTP triphosphohydrolase	dgt		GFC30_RS03715	1224	407	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	734559	735113	+							GFC30_RS17415	555		old_locus_tag=GFC30_756
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	734559	735113	+	WP_066322964.1	WP_066322964.1		IS630 family transposase			GFC30_RS17415	555	184	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	735252	735617	+							GFC30_RS17420	366		old_locus_tag=GFC30_757
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	735252	735617	+	WP_238583540.1	WP_238583540.1		transposase			GFC30_RS17420	366	121	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	735706	736747	+							GFC30_RS16370	1042		pseudo
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	735706	736747	+				IS630 family transposase			GFC30_RS16370	1042		pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	736926	738098	-							GFC30_RS03740	1173		old_locus_tag=GFC30_760
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	736926	738098	-	WP_066322967.1	WP_066322967.1		ISL3 family transposase			GFC30_RS03740	1173	390	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	738332	739882	-							GFC30_RS03750	1551		old_locus_tag=GFC30_761
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	738332	739882	-	WP_148660354.1	WP_148660354.1		IS66 family transposase			GFC30_RS03750	1551	516	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	739996	740352	-					tnpB		GFC30_RS03755	357		old_locus_tag=GFC30_762
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	739996	740352	-	WP_066322942.1	WP_066322942.1		IS66 family insertion sequence element accessory protein TnpB	tnpB		GFC30_RS03755	357	118	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	740346	740663	-							GFC30_RS03760	318		old_locus_tag=GFC30_763
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	740346	740663	-	WP_066322969.1	WP_066322969.1		hypothetical protein			GFC30_RS03760	318	105	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	740864	742312	+							GFC30_RS17425	1449		old_locus_tag=GFC30_764
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	740864	742312	+	WP_066322970.1	WP_066322970.1		hypothetical protein			GFC30_RS17425	1449	482	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	742325	742690	+							GFC30_RS03770	366		old_locus_tag=GFC30_765
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	742325	742690	+	WP_066322971.1	WP_066322971.1		hypothetical protein			GFC30_RS03770	366	121	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	743020	743187	-							GFC30_RS17430	168		partial;pseudo
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	743020	743187	-				IS3 family transposase			GFC30_RS17430	168		partial;pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	743249	744181	+							GFC30_RS17435	933		old_locus_tag=GFC30_766
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	743249	744181	+	WP_238583541.1	WP_238583541.1		polymorphic toxin type 50 domain-containing protein			GFC30_RS17435	933	310	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	744198	744536	+							GFC30_RS03785	339		old_locus_tag=GFC30_767
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	744198	744536	+	WP_066322973.1	WP_066322973.1		hypothetical protein			GFC30_RS03785	339	112	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	745079	748102	-							GFC30_RS03790	3024		old_locus_tag=GFC30_768
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	745079	748102	-	WP_066322974.1	WP_066322974.1		efflux RND transporter permease subunit			GFC30_RS03790	3024	1007	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	748099	748320	-							GFC30_RS03795	222		old_locus_tag=GFC30_769
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	748099	748320	-	WP_066322975.1	WP_066322975.1		DUF5957 family protein			GFC30_RS03795	222	73	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	748317	748727	-							GFC30_RS03800	411		old_locus_tag=GFC30_770
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	748317	748727	-	WP_066322976.1	WP_066322976.1		DUF6220 domain-containing protein			GFC30_RS03800	411	136	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	748894	749580	+							GFC30_RS03805	687		old_locus_tag=GFC30_771
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	748894	749580	+	WP_066322977.1	WP_066322977.1		response regulator transcription factor			GFC30_RS03805	687	228	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	749577	750908	+							GFC30_RS03810	1332		old_locus_tag=GFC30_772
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	749577	750908	+	WP_066322978.1	WP_066322978.1		ATP-binding protein			GFC30_RS03810	1332	443	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	751042	751230	+							GFC30_RS17325	189		old_locus_tag=GFC30_773
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	751042	751230	+	WP_066322979.1	WP_066322979.1		hypothetical protein			GFC30_RS17325	189	62	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	751276	751587	+							GFC30_RS17330	312		old_locus_tag=GFC30_774
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	751276	751587	+	WP_066322980.1	WP_066322980.1		hypothetical protein			GFC30_RS17330	312	103	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	751721	752254	+							GFC30_RS03825	534		partial;pseudo
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	751721	752254	+				transposase			GFC30_RS03825	534		partial;pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	752479	753405	+							GFC30_RS03830	927		old_locus_tag=GFC30_775
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	752479	753405	+	WP_066327104.1	WP_066327104.1		diacylglycerol kinase			GFC30_RS03830	927	308	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	753490	754869	+					rlmD		GFC30_RS03835	1380		old_locus_tag=GFC30_776
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	753490	754869	+	WP_066322981.1	WP_066322981.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD		GFC30_RS03835	1380	459	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	755354	756137	+							GFC30_RS16385	784		partial;pseudo
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	755354	756137	+				transposase			GFC30_RS16385	784		partial;pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	756848	757387	+							GFC30_RS03850	540		old_locus_tag=GFC30_777
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	756848	757387	+	WP_066327107.1	WP_066327107.1		chromate resistance protein ChrB			GFC30_RS03850	540	179	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	757409	758650	+							GFC30_RS03855	1242		old_locus_tag=GFC30_778
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	757409	758650	+	WP_066322983.1	WP_066322983.1		MFS transporter			GFC30_RS03855	1242	413	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	758667	759035	+							GFC30_RS03860	369		old_locus_tag=GFC30_779
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	758667	759035	+	WP_066322984.1	WP_066322984.1		DUF1232 domain-containing protein			GFC30_RS03860	369	122	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	759553	760707	+							GFC30_RS03865	1155		old_locus_tag=GFC30_780
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	759553	760707	+	WP_066322985.1	WP_066322985.1		RNA-guided endonuclease TnpB family protein			GFC30_RS03865	1155	384	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	760964	761497	+							GFC30_RS16820	534		old_locus_tag=GFC30_781
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	760964	761497	+	WP_066322986.1	WP_066322986.1		hypothetical protein			GFC30_RS16820	534	177	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	761519	762178	+							GFC30_RS16825	660		partial;pseudo;old_locus_tag=GFC30_782
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	761519	762178	+				HAMP domain-containing histidine kinase			GFC30_RS16825	660		partial;pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	762765	764024	+					ltrA		GFC30_RS03880	1260		old_locus_tag=GFC30_783
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	762765	764024	+	WP_066322684.1	WP_066322684.1		group II intron reverse transcriptase/maturase	ltrA		GFC30_RS03880	1260	419	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	764090	764755	-							GFC30_RS03885	666		old_locus_tag=GFC30_784
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	764090	764755	-	WP_066322987.1	WP_066322987.1		hypothetical protein			GFC30_RS03885	666	221	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	764986	765372	-							GFC30_RS03890	387		old_locus_tag=GFC30_785
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	764986	765372	-	WP_066322988.1	WP_066322988.1		hypothetical protein			GFC30_RS03890	387	128	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	765456	766142	+							GFC30_RS03895	687		old_locus_tag=GFC30_786
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	765456	766142	+	WP_148660356.1	WP_148660356.1		hypothetical protein			GFC30_RS03895	687	228	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	766168	767814	-					cdr		GFC30_RS03900	1647		old_locus_tag=GFC30_787
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	766168	767814	-	WP_066322989.1	WP_066322989.1		CoA-disulfide reductase	cdr		GFC30_RS03900	1647	548	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	767836	768192	-							GFC30_RS03905	357		old_locus_tag=GFC30_788
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	767836	768192	-	WP_066322990.1	WP_066322990.1		hypothetical protein			GFC30_RS03905	357	118	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	768356	769564	+							GFC30_RS03910	1209		old_locus_tag=GFC30_789
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	768356	769564	+	WP_066322991.1	WP_066322991.1		trypsin-like peptidase domain-containing protein			GFC30_RS03910	1209	402	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	769728	770036	+							GFC30_RS03915	309		old_locus_tag=GFC30_790
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	769728	770036	+	WP_066322992.1	WP_066322992.1		DUF962 domain-containing protein			GFC30_RS03915	309	102	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	770110	770523	+							GFC30_RS03920	414		old_locus_tag=GFC30_791
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	770110	770523	+	WP_066322993.1	WP_066322993.1		RDD family protein			GFC30_RS03920	414	137	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	771102	772514	+							GFC30_RS03925	1413		old_locus_tag=GFC30_792
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	771102	772514	+	WP_066322994.1	WP_066322994.1		amino acid permease			GFC30_RS03925	1413	470	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	772559	773668	+							GFC30_RS03930	1110		old_locus_tag=GFC30_793
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	772559	773668	+	WP_066322995.1	WP_066322995.1		nitric oxide synthase oxygenase			GFC30_RS03930	1110	369	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	773724	774164	+							GFC30_RS03935	441		old_locus_tag=GFC30_794
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	773724	774164	+	WP_066322996.1	WP_066322996.1		DUF2935 domain-containing protein			GFC30_RS03935	441	146	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	774350	775603	+							GFC30_RS03940	1254		old_locus_tag=GFC30_795
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	774350	775603	+	WP_066322997.1	WP_066322997.1		HAMP domain-containing methyl-accepting chemotaxis protein			GFC30_RS03940	1254	417	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	775896	777617	+					thiC		GFC30_RS03945	1722		old_locus_tag=GFC30_796
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	775896	777617	+	WP_066322998.1	WP_066322998.1		phosphomethylpyrimidine synthase ThiC	thiC		GFC30_RS03945	1722	573	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	777595	777783	+							GFC30_RS03950	189		old_locus_tag=GFC30_797
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	777595	777783	+	WP_066322999.1	WP_066322999.1		hypothetical protein			GFC30_RS03950	189	62	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	777968	778423	-							GFC30_RS03955	456		old_locus_tag=GFC30_798
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	777968	778423	-	WP_238583542.1	WP_238583542.1		(2Fe-2S)-binding protein			GFC30_RS03955	456	151	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	778420	779256	-							GFC30_RS03960	837		old_locus_tag=GFC30_799
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	778420	779256	-	WP_066323001.1	WP_066323001.1		FAD binding domain-containing protein			GFC30_RS03960	837	278	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	779243	781567	-							GFC30_RS03965	2325		old_locus_tag=GFC30_800
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	779243	781567	-	WP_066323002.1	WP_066323002.1		xanthine dehydrogenase family protein molybdopterin-binding subunit			GFC30_RS03965	2325	774	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	781564	782175	-							GFC30_RS03970	612		old_locus_tag=GFC30_801
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	781564	782175	-	WP_066323003.1	WP_066323003.1		nucleotidyltransferase family protein			GFC30_RS03970	612	203	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	782172	783176	-							GFC30_RS03975	1005		old_locus_tag=GFC30_802
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	782172	783176	-	WP_066323004.1	WP_066323004.1		XdhC family protein			GFC30_RS03975	1005	334	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	783305	783484	-							GFC30_RS03980	180		old_locus_tag=GFC30_803
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	783305	783484	-	WP_066323005.1	WP_066323005.1		hypothetical protein			GFC30_RS03980	180	59	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	783500	784345	-							GFC30_RS03985	846		old_locus_tag=GFC30_804
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	783500	784345	-	WP_066323006.1	WP_066323006.1		SPFH domain-containing protein			GFC30_RS03985	846	281	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	784463	785791	+							GFC30_RS03990	1329		old_locus_tag=GFC30_805
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	784463	785791	+	WP_066323007.1	WP_066323007.1		D-serine ammonia-lyase			GFC30_RS03990	1329	442	
