# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	927611	928351	-							ISX45_RS04670	741		old_locus_tag=ISX45_04670
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	927611	928351	-	WP_194520612.1	WP_194520612.1		amino acid ABC transporter ATP-binding protein			ISX45_RS04670	741	246	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	928356	929063	-							ISX45_RS04675	708		old_locus_tag=ISX45_04675
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	928356	929063	-	WP_194520086.1	WP_194520086.1		amino acid ABC transporter permease			ISX45_RS04675	708	235	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	929110	929952	-							ISX45_RS04680	843		old_locus_tag=ISX45_04680
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	929110	929952	-	WP_194520087.1	WP_194520087.1		ABC transporter substrate-binding protein			ISX45_RS04680	843	280	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	930025	931386	-					gabT		ISX45_RS04685	1362		old_locus_tag=ISX45_04685
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	930025	931386	-	WP_194520088.1	WP_194520088.1		4-aminobutyrate--2-oxoglutarate transaminase	gabT		ISX45_RS04685	1362	453	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	931476	931904	-							ISX45_RS04690	429		old_locus_tag=ISX45_04690
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	931476	931904	-	WP_228485695.1	WP_228485695.1		FCD domain-containing protein			ISX45_RS04690	429	142	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	931883	932131	-							ISX45_RS19440	249		
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	931883	932131	-	WP_228485628.1	WP_228485628.1		GntR family transcriptional regulator			ISX45_RS19440	249	82	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	933269	934324	+							ISX45_RS04695	1056		old_locus_tag=ISX45_04695
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	933269	934324	+	WP_194520089.1	WP_194520089.1		alpha/beta fold hydrolase			ISX45_RS04695	1056	351	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	934794	936206	+							ISX45_RS04700	1413		old_locus_tag=ISX45_04700
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	934794	936206	+	WP_194520090.1	WP_194520090.1		LysM peptidoglycan-binding domain-containing protein			ISX45_RS04700	1413	470	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	936354	936527	+							ISX45_RS04705	174		old_locus_tag=ISX45_04705
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	936354	936527	+	WP_194520091.1	WP_194520091.1		hypothetical protein			ISX45_RS04705	174	57	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	936749	937084	+							ISX45_RS04710	336		old_locus_tag=ISX45_04710
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	936749	937084	+	WP_228485696.1	WP_228485696.1		nucleotide pyrophosphohydrolase			ISX45_RS04710	336	111	
gene	pseudogene	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	937510	937798	-							ISX45_RS04715	289		partial;pseudo;old_locus_tag=ISX45_04715
CDS	without_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	937510	937798	-				DNA-binding domain-containing protein			ISX45_RS04715	289		partial;pseudo
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	937922	938740	+							ISX45_RS04720	819		old_locus_tag=ISX45_04720
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	937922	938740	+	WP_194520092.1	WP_194520092.1		NERD domain-containing protein			ISX45_RS04720	819	272	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	939656	940465	+							ISX45_RS04725	810		old_locus_tag=ISX45_04725
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	939656	940465	+	WP_194520093.1	WP_194520093.1		alpha/beta fold hydrolase			ISX45_RS04725	810	269	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	941029	941823	+							ISX45_RS04730	795		old_locus_tag=ISX45_04730
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	941029	941823	+	WP_181556802.1	WP_181556802.1		ABC transporter permease subunit			ISX45_RS04730	795	264	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	941847	942902	+							ISX45_RS04735	1056		old_locus_tag=ISX45_04735
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	941847	942902	+	WP_194520094.1	WP_194520094.1		aliphatic sulfonate ABC transporter substrate-binding protein			ISX45_RS04735	1056	351	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	942924	943766	+							ISX45_RS04740	843		old_locus_tag=ISX45_04740
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	942924	943766	+	WP_194520095.1	WP_194520095.1		ABC transporter ATP-binding protein			ISX45_RS04740	843	280	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	943931	944863	+							ISX45_RS04745	933		old_locus_tag=ISX45_04745
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	943931	944863	+	WP_194520096.1	WP_194520096.1		TauD/TfdA family dioxygenase			ISX45_RS04745	933	310	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	945578	945958	+							ISX45_RS04750	381		old_locus_tag=ISX45_04750
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	945578	945958	+	WP_194520097.1	WP_194520097.1		multidrug efflux SMR transporter			ISX45_RS04750	381	126	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	946552	946887	-							ISX45_RS04755	336		old_locus_tag=ISX45_04755
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	946552	946887	-	WP_228485629.1	WP_228485629.1		thioredoxin family protein			ISX45_RS04755	336	111	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	947642	949687	+							ISX45_RS04765	2046		old_locus_tag=ISX45_04765
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	947642	949687	+	WP_228485630.1	WP_228485630.1		sigma 54-interacting transcriptional regulator			ISX45_RS04765	2046	681	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	949804	950799	+					dhaK		ISX45_RS04770	996		old_locus_tag=ISX45_04770
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	949804	950799	+	WP_194520099.1	WP_194520099.1		dihydroxyacetone kinase subunit DhaK	dhaK		ISX45_RS04770	996	331	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	950853	951482	+					dhaL		ISX45_RS04775	630		old_locus_tag=ISX45_04775
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	950853	951482	+	WP_194520100.1	WP_194520100.1		dihydroxyacetone kinase subunit L	dhaL		ISX45_RS04775	630	209	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	951479	951871	+							ISX45_RS04780	393		old_locus_tag=ISX45_04780
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	951479	951871	+	WP_181556813.1	WP_181556813.1		PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM			ISX45_RS04780	393	130	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	951896	952156	+							ISX45_RS04785	261		old_locus_tag=ISX45_04785
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	951896	952156	+	WP_181556814.1	WP_181556814.1		HPr family phosphocarrier protein			ISX45_RS04785	261	86	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	952577	954421	+							ISX45_RS04790	1845		old_locus_tag=ISX45_04790
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	952577	954421	+	WP_181556815.1	WP_181556815.1		sigma-54-dependent Fis family transcriptional regulator			ISX45_RS04790	1845	614	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	954606	955601	+							ISX45_RS04795	996		old_locus_tag=ISX45_04795
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	954606	955601	+	WP_181556816.1	WP_181556816.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha			ISX45_RS04795	996	331	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	955624	956658	+							ISX45_RS04800	1035		old_locus_tag=ISX45_04800
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	955624	956658	+	WP_181556817.1	WP_181556817.1		alpha-ketoacid dehydrogenase subunit beta			ISX45_RS04800	1035	344	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	956750	957982	+							ISX45_RS04805	1233		old_locus_tag=ISX45_04805
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	956750	957982	+	WP_194520101.1	WP_194520101.1		2-oxo acid dehydrogenase subunit E2			ISX45_RS04805	1233	410	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	958414	958860	+							ISX45_RS04810	447		old_locus_tag=ISX45_04810
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	958414	958860	+	WP_181556819.1	WP_181556819.1		DMT family transporter			ISX45_RS04810	447	148	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	959108	959998	+							ISX45_RS04815	891		old_locus_tag=ISX45_04815
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	959108	959998	+	WP_194520102.1	WP_194520102.1		acyltransferase			ISX45_RS04815	891	296	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	960065	961420	+							ISX45_RS04820	1356		old_locus_tag=ISX45_04820
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	960065	961420	+	WP_194520103.1	WP_194520103.1		NAD(P)-dependent oxidoreductase			ISX45_RS04820	1356	451	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	961455	962738	+					preA		ISX45_RS04825	1284		old_locus_tag=ISX45_04825
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	961455	962738	+	WP_194520104.1	WP_194520104.1		NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	preA		ISX45_RS04825	1284	427	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	962782	964200	+					hydA		ISX45_RS04830	1419		old_locus_tag=ISX45_04830
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	962782	964200	+	WP_194520105.1	WP_194520105.1		dihydropyrimidinase	hydA		ISX45_RS04830	1419	472	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	964492	965985	+							ISX45_RS04835	1494		old_locus_tag=ISX45_04835
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	964492	965985	+	WP_194520106.1	WP_194520106.1		NCS1 family transporter			ISX45_RS04835	1494	497	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	965999	966232	+							ISX45_RS04840	234		old_locus_tag=ISX45_04840
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	965999	966232	+	WP_181556825.1	WP_181556825.1		hypothetical protein			ISX45_RS04840	234	77	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	966302	966535	+							ISX45_RS04845	234		old_locus_tag=ISX45_04845
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	966302	966535	+	WP_194520107.1	WP_194520107.1		hypothetical protein			ISX45_RS04845	234	77	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	966654	968267	+							ISX45_RS04850	1614		old_locus_tag=ISX45_04850
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	966654	968267	+	WP_194520108.1	WP_194520108.1		PucR family transcriptional regulator			ISX45_RS04850	1614	537	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	968511	969977	+							ISX45_RS04855	1467		old_locus_tag=ISX45_04855
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	968511	969977	+	WP_181556828.1	WP_181556828.1		CoA-acylating methylmalonate-semialdehyde dehydrogenase			ISX45_RS04855	1467	488	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	970003	971355	+							ISX45_RS04860	1353		old_locus_tag=ISX45_04860
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	970003	971355	+	WP_194520109.1	WP_194520109.1		aspartate aminotransferase family protein			ISX45_RS04860	1353	450	
gene	pseudogene	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	971716	972227	+							ISX45_RS04865	512		partial;pseudo;old_locus_tag=ISX45_04865
CDS	without_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	971716	972227	+				carbamate kinase			ISX45_RS04865	512		partial;pseudo
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	972506	973201	-							ISX45_RS04870	696		old_locus_tag=ISX45_04870
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	972506	973201	-	WP_194520110.1	WP_194520110.1		Crp/Fnr family transcriptional regulator			ISX45_RS04870	696	231	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	973321	973692	+							ISX45_RS04875	372		old_locus_tag=ISX45_04875
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	973321	973692	+	WP_194520111.1	WP_194520111.1		HXXEE domain-containing protein			ISX45_RS04875	372	123	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	973948	974088	+							ISX45_RS04880	141		old_locus_tag=ISX45_04880
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	973948	974088	+	WP_194520112.1	WP_194520112.1		hypothetical protein			ISX45_RS04880	141	46	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	974423	975253	+							ISX45_RS04885	831		old_locus_tag=ISX45_04885
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	974423	975253	+	WP_181556832.1	WP_181556832.1		formate/nitrite transporter family protein			ISX45_RS04885	831	276	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	975484	976359	-							ISX45_RS04890	876		old_locus_tag=ISX45_04890
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	975484	976359	-	WP_194520113.1	WP_194520113.1		fructosamine kinase family protein			ISX45_RS04890	876	291	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	976364	977086	-							ISX45_RS04895	723		old_locus_tag=ISX45_04895
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	976364	977086	-	WP_194520114.1	WP_194520114.1		NAD-dependent protein deacylase			ISX45_RS04895	723	240	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	978125	978676	+							ISX45_RS04900	552		old_locus_tag=ISX45_04900
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	978125	978676	+	WP_181556835.1	WP_181556835.1		DJ-1/PfpI family protein			ISX45_RS04900	552	183	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	979007	979246	-							ISX45_RS04905	240		old_locus_tag=ISX45_04905
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	979007	979246	-	WP_228485697.1	WP_228485697.1		amidohydrolase			ISX45_RS04905	240	79	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	979789	979986	+							ISX45_RS04910	198		old_locus_tag=ISX45_04910
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	979789	979986	+	WP_181556837.1	WP_181556837.1		DUF3311 domain-containing protein			ISX45_RS04910	198	65	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	979986	981446	+							ISX45_RS04915	1461		old_locus_tag=ISX45_04915
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	979986	981446	+	WP_194520115.1	WP_194520115.1		sodium:solute symporter			ISX45_RS04915	1461	486	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	982342	982716	-							ISX45_RS04920	375		old_locus_tag=ISX45_04920
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	982342	982716	-	WP_181556839.1	WP_181556839.1		YmaF family protein			ISX45_RS04920	375	124	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	983352	984446	+							ISX45_RS04925	1095		old_locus_tag=ISX45_04925
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	983352	984446	+	WP_194520116.1	WP_194520116.1		CotS family spore coat protein			ISX45_RS04925	1095	364	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	984449	985960	+							ISX45_RS04930	1512		old_locus_tag=ISX45_04930
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	984449	985960	+	WP_194520117.1	WP_194520117.1		glycosyltransferase			ISX45_RS04930	1512	503	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	986405	987430	-							ISX45_RS04935	1026		old_locus_tag=ISX45_04935
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	986405	987430	-	WP_181556841.1	WP_181556841.1		trypsin-like peptidase domain-containing protein			ISX45_RS04935	1026	341	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	987552	987956	+							ISX45_RS04940	405		old_locus_tag=ISX45_04940
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	987552	987956	+	WP_220129549.1	WP_220129549.1		hypothetical protein			ISX45_RS04940	405	134	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	988575	989054	+							ISX45_RS04945	480		old_locus_tag=ISX45_04945
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	988575	989054	+	WP_181556842.1	WP_181556842.1		GyrI-like domain-containing protein			ISX45_RS04945	480	159	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	990337	991047	+							ISX45_RS04950	711		old_locus_tag=ISX45_04950
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	990337	991047	+	WP_228485698.1	WP_228485698.1		polysaccharide deacetylase family protein			ISX45_RS04950	711	236	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	991779	992234	-							ISX45_RS04955	456		old_locus_tag=ISX45_04955
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	991779	992234	-	WP_181556844.1	WP_181556844.1		hypothetical protein			ISX45_RS04955	456	151	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	992161	993291	-							ISX45_RS04960	1131		old_locus_tag=ISX45_04960
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	992161	993291	-	WP_194520119.1	WP_194520119.1		DUF2515 domain-containing protein			ISX45_RS04960	1131	376	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	993408	995306	+					shc		ISX45_RS04965	1899		old_locus_tag=ISX45_04965
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	993408	995306	+	WP_194520120.1	WP_194520120.1		squalene--hopene cyclase	shc		ISX45_RS04965	1899	632	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	995790	996692	-							ISX45_RS04970	903		old_locus_tag=ISX45_04970
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	995790	996692	-	WP_194520121.1	WP_194520121.1		DMT family transporter			ISX45_RS04970	903	300	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	997081	997809	+							ISX45_RS04975	729		old_locus_tag=ISX45_04975
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	997081	997809	+	WP_194520122.1	WP_194520122.1		MurR/RpiR family transcriptional regulator			ISX45_RS04975	729	242	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	997939	999852	+					mngA		ISX45_RS04980	1914		old_locus_tag=ISX45_04980
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	997939	999852	+	WP_194520123.1	WP_194520123.1		PTS 2-O-a-mannosyl-D-glycerate transporter subunit IIABC	mngA		ISX45_RS04980	1914	637	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	999866	1002487	+					mngB		ISX45_RS04985	2622		old_locus_tag=ISX45_04985
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	999866	1002487	+	WP_194520124.1	WP_194520124.1		mannosylglycerate hydrolase	mngB		ISX45_RS04985	2622	873	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1002671	1003045	-							ISX45_RS04990	375		old_locus_tag=ISX45_04990
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1002671	1003045	-	WP_194520125.1	WP_194520125.1		hypothetical protein			ISX45_RS04990	375	124	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1003064	1003279	-							ISX45_RS04995	216		old_locus_tag=ISX45_04995
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1003064	1003279	-	WP_181556851.1	WP_181556851.1		helix-turn-helix transcriptional regulator			ISX45_RS04995	216	71	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1003472	1004329	+							ISX45_RS05000	858		old_locus_tag=ISX45_05000
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1003472	1004329	+	WP_194520126.1	WP_194520126.1		MurR/RpiR family transcriptional regulator			ISX45_RS05000	858	285	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1004507	1005394	+					murQ		ISX45_RS05005	888		old_locus_tag=ISX45_05005
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1004507	1005394	+	WP_194520127.1	WP_194520127.1		N-acetylmuramic acid 6-phosphate etherase	murQ		ISX45_RS05005	888	295	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1005420	1006781	+							ISX45_RS05010	1362		old_locus_tag=ISX45_05010
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1005420	1006781	+	WP_181556854.1	WP_181556854.1		PTS transporter subunit EIIC			ISX45_RS05010	1362	453	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1006830	1007903	+							ISX45_RS05015	1074		old_locus_tag=ISX45_05015
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1006830	1007903	+	WP_194520128.1	WP_194520128.1		MupG family TIM beta-alpha barrel fold protein			ISX45_RS05015	1074	357	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1008033	1008980	+							ISX45_RS05020	948		old_locus_tag=ISX45_05020
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1008033	1008980	+	WP_181556856.1	WP_181556856.1		aldo/keto reductase family protein			ISX45_RS05020	948	315	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1009234	1010661	+							ISX45_RS05025	1428		old_locus_tag=ISX45_05025
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1009234	1010661	+	WP_181556857.1	WP_181556857.1		PTS mannitol transporter subunit IICB			ISX45_RS05025	1428	475	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1010861	1012951	+							ISX45_RS05030	2091		old_locus_tag=ISX45_05030
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1010861	1012951	+	WP_194520129.1	WP_194520129.1		BglG family transcription antiterminator			ISX45_RS05030	2091	696	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1012958	1013395	+							ISX45_RS05035	438		old_locus_tag=ISX45_05035
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1012958	1013395	+	WP_181556859.1	WP_181556859.1		PTS sugar transporter subunit IIA			ISX45_RS05035	438	145	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1013397	1014554	+							ISX45_RS05040	1158		old_locus_tag=ISX45_05040
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1013397	1014554	+	WP_194520130.1	WP_194520130.1		mannitol-1-phosphate 5-dehydrogenase			ISX45_RS05040	1158	385	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1014876	1015850	+							ISX45_RS05045	975		old_locus_tag=ISX45_05045
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1014876	1015850	+	WP_228485699.1	WP_228485699.1		tripartite tricarboxylate transporter substrate binding protein			ISX45_RS05045	975	324	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1015916	1016371	+							ISX45_RS05050	456		old_locus_tag=ISX45_05050
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	1015916	1016371	+	WP_194520131.1	WP_194520131.1		tripartite tricarboxylate transporter TctB family protein			ISX45_RS05050	456	151	
